ID;type;description;nbAns;Answer1;Answer2;Answer3;Answer4;Answer5;Answer6;Answer7;Answer8;Answer9;Answer10;Answer11;Valid1;Valid2;Valid3;Valid4;Valid5;Valid6;Valid7;Valid8;Valid9;Valid10;Valid11
1188;SAP; You want to include an element of type �Table� in your web dynpro.�What actions add the corresponding columns to the table automatically?;1;Include the method BIND_TABLE of IF_WD_CONTEXT_NODE.;Bind the table attribute �DATA_SOURCE� to the context node;Right click the table and select the �CREATE_BINDING� option;Generate a �BIND_TABLE� method using the web dynpro method wizard.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1189;SAP; You display the content of an internal table using an ALV grid control. The content of the internal table changes during the program. Which CL_GUI_ALV_GRID class method can you use to display the changed content?;1;REFRESH_TABLE_DISPLAY in module PAI;SET_TABLE _FOR_FIRST_DISPLAY in module PBO;SET_TABLE_FOR_FIRST_DISPLAY in module PAI;REFRESH_TABLE_DISPLAY in module PBO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1190;SAP; What features are provided by the database interface?;3;Database independence of application programs;Conversion of Open SQL statements from ABAP statements into the corresponding database;statements;Syntax check of Native SQL commands;Access to SAP table buffers;Data consistency check using foreign key relationships;NULL;NULL;NULL;NULL;NULL;1;1;0;0;1;0;NULL;NULL;NULL;NULL;NULL
1191;SAP; Which of the following variables is the self-reference variable in ABAP OO?;1;THIS;SENDER;ME;SUPER;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1192;SAP; What is data binding?;1;Connecting an outbound plug on one view to the inbound plug of another view;Connecting one Web Dynpro component to another Web Dynpro component;Connecting a context node in one controller to a context node in another controller;Connecting the values of user interface elements to the context attributes of the corresponding controller;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1193;SAP; What type of method is generated automatically by the Web Dynpro Explorer when you assign an action to a button�UI element?;1;Ordinary method;Event handler method;Supply function;Standard hook method;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1194;SAP; A work process�;1;Stays linked toa screen through the dispatcher.;Becomes inactive while waiting for a user.;Uses a common memory area called shared memory.;Becomes active while waiting for a user.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1195;SAP; Which statements are true regarding ABAP inheritance? ;4;You can access the superclass component with the prefix SUPER->.;The instance constructor can be overwritten as part of inheritance.;The static constructor can be overwritten as part of inheritance.;Overloading allows a method to have several definitions with different signatures.;Instance constructors must call the superclass�s constructor.;Static constructors do not need to call the superclass�s constructor.;Polymorphism requires the developer to specify which method to use with inheritance.;NULL;NULL;NULL;NULL;1;1;0;0;1;1;0;NULL;NULL;NULL;NULL
1196;SAP; How can you maintain documentation for input fields on your screen?;1;Add documentation to the SCREEN table at PROCESS BEFORE OUTPUT (PBO).;Add documentation to the SCREEN table at PROCESS AFTER INPUT (PAI).;Add documentation to the underlying data element.;Define text tables for the underlying structure.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1197;SAP; Function modules provide which types of parameters?;4;Input;Output;Input/output (changing);Return values;Exceptions;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;0;1;NULL;NULL;NULL;NULL;NULL;NULL
1198;SAP; You are required to add customer source code in the SAP delivered object using the new enhancement framework without modification. How can you find the available enhancement?;3;Perform a program-related global search for a customer exit.;Search for a Business Transaction Event in the Customizing tree (transaction SPRO).;Select from the list of application-related BAdIs or enhancement spots in the SAP Application Hierarchy.;Perform a program-related global search for GET BADI.;Select from the list of freely selected BAdIs or enhancement spots in the Repository Information System.;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL;NULL
1199;SAP; Which of the following actions can be performed in the Process After Input (PAI) processing block?;1;Check the function code.;Modify screen attributes dynamically.;Set the GUI status of the screen.;Set the title bar.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1200;SAP; What does a view do? ;4;Contains other views;Can be contained in a window;Contains windows;If entered by an inbound plug', ' can cause an event handler method to be called;Contains a view controller;NULL;NULL;NULL;NULL;NULL;NULL;1;1;0;1;1;NULL;NULL;NULL;NULL;NULL;NULL
1201;SAP; What ABAP Dictionary object allows you to define fixed values?;1;Domain;Lock object;Data element;View;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1202;SAP; In which sequence are the following ABAP Events triggered?;1;"1. START-OF-SELECTI;"1. AT SELECTION-SCRE;"1. INITIALIZATI;"1. INITIALIZATI;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1203;SAP; How many work areas are available in the Debugger?;1;7;9;12;15;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1204;SAP; Which ABAP statement using the local type gty_1 correctly defines a data object?;2;DATA gv_1 TYPE gty_1.;DATA gv_1 LIKE gty_1.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1205;SAP; What is the difference between SAP Basis and SAP NetWeaver?;1;"There is no difference; the name change was driven by marketing alone.";All versions of SAP NetWeaver require the use of Unicode.;All versions of SAP NetWeaver include the ability to handle HTTP requests.;All versions of SAP�NetWeaver�require the use of�UTF-8.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1206;SAP; For which of the following requirements can you implement a functional method?;2;A handler method for an event that has a returning parameter;A method to set an instance attribute with one importing parameter and no other parameters;A factory method that returns an object reference;A private static helper method that returns a single value as the result of an algorithm;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1207;SAP; Which parameter types can be used in the signature of a functional method?;2;EXPORTING;IMPORTING;RETURNING;CHANGING;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1208;SAP; Identify the types of layout managers. ;4;FlowLayout;RowLayout;ColumnLayout;MatrixLayout;GridLayout;TreeLayout;NULL;NULL;NULL;NULL;NULL;1;1;0;1;1;0;NULL;NULL;NULL;NULL;NULL
1209;SAP; Which of the following statements are correct? ;4;Class methods assigned to the public visibility section can be accessed outside the class using the static component selector and the class name.;Static methods can be defined in both the public and private visibility section of the class.;Only public methods can be addressed outside the class.;You can call private methods within the public methods without reference to the object or class.;None of the above;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;1;0;NULL;NULL;NULL;NULL;NULL;NULL
1210;SAP; Which of the following statements can you use to setup checkpoints in an ABAP program?;3;BREAK_POINT;ASSERT;BREAK;CHECK;LOG-POINT;NULL;NULL;NULL;NULL;NULL;NULL;1;1;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL
1211;SAP; Which of the following are incomplete ASAP pre-defined data types?;3;x;P;D;N;T;NULL;NULL;NULL;NULL;NULL;NULL;1;1;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL
1212;SAP; In which of the following source code blocks can you define local data objects?;3;Function module;Subroutine;LOAD-OF-PROGRAM;Static method;PBO module;NULL;NULL;NULL;NULL;NULL;NULL;1;1;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL
1213;SAP; Which view types can you use to join two tables with an outer join?;2;Database view;Projection view;Maintenance view;Help view;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1214;SAP; At most', ' how many buttons can the application toolbar have on the screen?;1;20;30;10;35;None of the above;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL
1215;SAP; Which of the following includes are generated when you create a function group?;1;LxxxxUXX;LxxxxF01;LxxxxTOP;LxxxxO01;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1216;SAP; What is the correct order for using a lock object?;1;Read the data', ' set the lock', ' change the data', ' release the lock;Set the lock', ' read the data', ' change the data', ' release the lock;Set the lock', ' read the data', ' release the lock', ' change the data;release the lock', ' Read the data', ' set the lock', ' change the data;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1217;SAP; You build a dialog screen with an input field in an ABAP program.�How do you ensure that the contents of the screen field can be accessed in the program?;1;Enter the name of a data object in the Parameter ID attribute of the screen field;Define a data object in the program with the same name as the screen field;Use a MOVE statement in a PAI module to copy the data to a data object;Use the GET statement in the program to transport the data from the screen field;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1218;SAP; You define a generic variable that can hold the ABAP types C', ' D', ' N', ' STRING', ' and T. You want to restrict the use of other ABAP types. Which generic data type must you use in the definition?;1;CLIKE;DATA;CSEQUENCE;SIMPLE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1219;SAP; What is the default selection screen number for the ABAP program?;1;1000;100;1100;None of the above;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1220;SAP; What are the advantages of creating a database view to implement a join', ' instead of formulating the join directly in an Open SQL SELECT statement?;2;A database view can be buffered;A secondary index can be created for a database view;A database view can be reused in other programs;An outer join can only be implemented in a database view;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1221;SAP; What is the purpose of implicit enhancement points?;1;To add fields to an SAP database table;To add code to a standard SAP program;To change code in a standard SAP program;To create a secondary index for an SAP database table;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1222;SAP; Which of the following can you do with the ABAP debugger?;3;Compare data objects.;Change source code.;Analyze memory usage.;Analyze SQL traces.;Analyze internal tables;NULL;NULL;NULL;NULL;NULL;NULL;1;0;1;0;1;NULL;NULL;NULL;NULL;NULL;NULL
1223;SAP; What is the result of the following arithmetic operation?DATA: intTYPEI.int=5*(3/10).;1;1;2;1.5;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1224;SAP; Which of the following settings can you define for both structures and transparent tables in the ABAP Dictionary?�;2;Foreign key relationships;Size category;Storage type;Enhancement category;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1225;SAP; You define a database view A and maintenance view B in the ABAP dictionary.What restrictions apply to these views?;2;Only A can be used in the FROM clause of a SELECT statement;The tables joined in A must have foreign key relationships;The tables joined in B must have foreign key relationships;Only B can have either a left outer join or an inner join;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1226;SAP; can you search for suitable classic Business Add-Ins(BAdIs)?;2;Search for suitable entries in the relevant component in the Implementation Guide (IMG);Search in an application program for the method GET_INSTANCE of class CL_EXITHANDLER;Use the SAP menu Tools -> ABAP Workbench -> Development -> Business Object Builder;Search in the Repository Information System and choose Enhancements - >Customer Exits;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1227;SAP; Which of the following enhancement options does not require any preparation from SAP?;1;New BAdIs;Explicit enhancement point;Explicit enhancement sections;Implicit enhancement point;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1228;SAP; What is the default length of the type C data type?;1;1;10;1�65535;100;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1229;SAP; Your program uses class CL_GUI_ALV_GRID to generate a classic ALV Grid Control. What do you need in your program to react to a user double-clicking a row in the ALV Grid?;3;A SET HANDLER statement to register the handler to the event;A method call to raise the double_click event;A handler class;A handler method for the double_click event;A method call to refresh the display;NULL;NULL;NULL;NULL;NULL;NULL;1;0;1;1;0;NULL;NULL;NULL;NULL;NULL;NULL
1230;SAP; What is the allowed length of the ABAP Dictionary data type DF16_DEC?;1;The allowed length is between 1 and 15 digits.;The allowed length is 16 digits.;The allowed length is between 0 and 16 digits.;The allowed length is between 0 and 15 digits.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1231;SAP; What does a view do? ;4;Contains other views;Can be contained in a window;Contains windows;If entered by an inbound plug', ' can cause an event handler method to be called;Contains a view controller;NULL;NULL;NULL;NULL;NULL;NULL;1;1;0;1;1;NULL;NULL;NULL;NULL;NULL;NULL
1232;SAP; A view can only be displayed in which circumstances?;1;It has been embedded in a window.;It contains an inbound and outbound plug.;It can always be displayed.;It cannot always be displayed.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1233;SAP; SAP enhancements for customer exits are managed by which transaction?;1;Transaction SMOD;Transaction CMOD;Neither transaction listed here;Application�CMOD;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1234;SAP; You are making changes to a program that already has a transaction code linked to it. Your colleague is testing the transaction in your development system.At what point can the changed version of the program be tested?;1;When you activate the program;When you release the transport requests for the program;When you perform a syntax check on the program;When you save the program;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
